Date,BOTZ,CHAT,COPX,DBMF,DTCR,GRID,IAUM,IBIT,ITA,KMLM,QQQ,REMX,SIVR,SOXQ,SPY,URNM,VTI,VXUS,XBI,XLE
2020-11-17,30.7147,,23.7263,21.847,14.6119,71.1835,,,90.888,,284.281,47.876,23.64,,338.105,13.131,179.935,53.3157,126.56,14.8984
2020-11-18,30.6648,,23.7068,21.8294,14.6558,71.3697,,,90.6169,,282.183,47.622,23.44,,334.019,13.115,178.04,53.0651,124.16,14.4654
2020-11-19,30.8244,,23.5552,21.8211,14.6314,71.904,,,91.0639,,284.388,47.923,23.32,,335.447,13.102,179.032,53.3721,124.89,14.7019
2020-11-20,30.9331,,24.1468,21.8257,14.5524,71.9764,,,89.405,,282.446,48.929,23.38,,333.15,13.092,178.08,53.541,125.86,14.6247
2020-11-23,31.0329,,24.4607,21.7126,14.4656,73.0964,,,91.7601,,282.456,51.193,22.8,,335.14,13.234,179.548,53.6158,126.31,15.6585
2020-11-24,31.4409,,25.2705,21.8378,14.3514,74.6059,,,94.0339,,286.427,52.387,22.46,,340.539,13.665,182.325,54.4053,125.88,16.4625
2020-11-25,31.4309,,25.07,21.7812,14.4334,74.5474,,,93.4498,,288.181,51.54,22.57,,340.001,13.94,182.255,54.2198,126.64,16.0783
2020-11-27,31.8699,,25.6802,21.9351,14.5719,75.0668,,,92.9392,,290.84,52.715,21.88,,340.969,13.7385,182.891,54.6208,131.26,15.8907
2020-11-30,31.5207,,25.6802,21.6375,14.5007,74.0182,,,90.7201,,291.437,51.794,21.88,,339.437,13.6555,181.453,53.4283,133.0,15.013
2020-12-01,32.268,,26.2151,21.9008,14.6519,74.6059,,,91.3926,,295.172,52.283,23.19,,343.16,13.8805,183.753,54.6383,132.74,15.082
2020-12-02,32.2181,,26.4909,21.8563,14.4959,74.1152,,,92.2627,,295.553,52.104,23.22,,343.888,14.2935,183.912,54.6762,132.62,15.5721
2020-12-03,32.2181,,26.9388,22.0009,14.5446,73.919,,,93.7974,,295.966,52.311,23.33,,343.792,14.4815,184.269,54.9267,133.52,15.7351
2020-12-04,32.5672,,27.7681,22.0259,14.6656,74.8716,,,94.8384,,297.17,53.646,23.37,,346.759,15.348,186.134,55.4298,135.99,16.5931
2020-12-07,32.0684,,27.3026,21.9805,14.6607,74.9161,,,94.7302,,298.858,54.331,23.71,,346.031,16.9575,185.946,55.1511,137.26,16.2053
2020-12-08,32.2181,,27.1784,21.9666,14.651,75.5445,,,95.1722,22.244,299.867,55.694,23.75,,347.055,16.893,186.728,55.29,139.91,16.4461
2020-12-09,32.0185,,27.0825,21.9128,14.3611,75.0678,,,94.6626,22.4196,293.083,54.012,23.11,,343.945,16.136,184.894,55.2249,137.07,16.4829
2020-12-10,32.0185,,27.5969,22.1334,14.3905,75.3027,,,94.3854,,294.25,53.749,23.21,,343.83,16.962,185.172,55.4686,142.14,16.9895
2020-12-11,31.8998,,27.0728,22.0037,14.3153,75.4166,,,94.4739,,293.593,53.139,23.15,,343.427,17.549,184.834,55.1976,142.06,16.7934
2020-12-14,32.1283,,26.9583,21.9925,14.3427,75.6565,,,93.0773,22.3834,295.73,53.326,23.06,,341.897,18.6225,184.299,55.2064,145.83,16.2053
2020-12-15,32.4675,,27.5011,22.2391,14.3807,77.064,,,93.9037,22.4814,298.897,54.304,23.69,,346.512,18.815,186.828,55.8017,146.1,16.5241
2020-12-16,32.3677,,27.6634,22.3605,14.4051,76.8519,,,92.7734,22.4355,300.533,54.143,24.56,,347.055,18.934,187.096,55.9426,144.3,16.4418
2020-12-17,32.7857,,28.5025,22.5162,14.6119,77.3425,,,92.3204,22.6579,302.504,55.45,25.1,,348.988,18.934,188.583,56.3329,146.43,16.3643
2020-12-18,32.666,,28.3783,22.456,14.5055,77.392,,,92.674,22.5176,301.583,56.84,24.92,,347.6,18.8265,188.038,56.1096,147.33,16.091
2020-12-21,32.4874,,28.3118,22.203,14.5446,77.1968,,,91.9767,22.627,301.024,58.793,25.34,,346.356,18.517,187.482,55.4142,149.81,15.7807
2020-12-22,32.6959,,27.5774,22.0018,14.8041,77.5992,,,91.6817,22.3755,301.837,58.177,24.36,,345.763,18.5945,187.522,55.253,151.09,15.5159
2020-12-23,32.9453,,28.4164,22.2132,14.6178,78.52,,,93.2739,22.785,300.318,59.305,24.75,,346.08,19.2135,187.849,55.7707,151.1,15.8592
2020-12-24,32.8256,,28.5318,22.1297,14.6314,78.6469,,,92.6641,22.6623,301.642,59.571,24.92,,347.439,19.521,188.167,55.7988,149.97,15.7761
2020-12-28,32.9952,,28.8741,22.1965,14.8334,78.9125,,,92.8131,22.4417,304.691,61.978,25.38,,350.414,20.213,189.347,56.1377,146.42,15.677
2020-12-29,33.1149,,28.7792,22.2994,14.6187,78.4209,,,92.3601,23.0462,304.964,58.945,25.36,,349.754,20.2365,188.573,56.6087,142.13,15.5732
2020-12-30,33.2536,,29.3572,22.5394,14.9417,79.415,,,93.2263,23.341,304.974,61.296,25.74,,350.243,20.5045,189.079,56.9184,144.04,15.8176
2020-12-31,33.0002,,29.2516,22.4338,15.0667,79.6122,,,93.1866,23.3163,305.72,62.396,25.55,,352.023,20.194,189.933,56.5523,140.74,15.6856
2021-01-04,32.8655,,30.648,22.468,14.8149,79.2486,,,89.3494,23.2466,301.395,65.069,26.37,,347.236,20.3115,187.224,56.8893,140.91,15.7097
2021-01-05,33.4531,,31.3316,23.0372,14.8831,80.546,,,91.3857,23.7117,303.886,69.856,26.68,,349.63,21.5495,188.762,57.7167,140.41,16.4138
2021-01-06,33.503,,31.891,22.8861,14.7563,83.897,,,92.3204,23.5687,299.681,68.927,26.35,,351.715,22.0485,190.439,58.0265,143.28,16.9146
2021-01-07,34.0108,,33.1437,22.8045,14.7759,85.7842,,,92.1436,23.3366,306.934,73.639,26.26,,356.943,22.656,193.493,58.2712,149.17,17.163
2021-01-08,34.2402,,32.6616,23.0427,14.9223,85.7069,,,91.8079,23.2792,310.877,71.496,24.44,,358.97,21.865,194.445,59.0151,149.5,17.1421
2021-01-11,34.0407,,31.4186,22.7146,14.7349,85.0072,,,91.8575,22.8918,306.385,69.799,24.13,,356.561,21.324,193.265,58.2343,148.02,17.411
2021-01-12,34.2303,,32.0259,22.912,14.7193,85.6673,,,93.4229,23.4708,305.895,70.558,24.69,,356.635,20.396,193.959,58.5344,149.31,18.0194
2021-01-13,34.2602,,31.5243,22.8268,14.7095,84.9288,,,93.0872,23.3384,307.964,70.965,24.39,,357.592,20.9385,194.178,58.5247,148.53,17.879
2021-01-14,35.1162,,31.7942,22.9871,14.9271,85.3214,,,94.6914,23.7585,306.317,70.842,24.67,,356.34,21.724,193.988,59.0423,153.39,18.4087
2021-01-15,34.3789,,30.8505,22.57,15.0949,82.7572,,,92.7734,23.3101,303.886,68.614,23.88,,353.745,21.076,192.313,58.1411,151.69,17.6923
2021-01-19,34.9565,,31.2456,22.849,15.2881,83.6503,,,93.7071,23.5316,308.318,71.278,24.32,,356.522,20.5565,194.058,58.7229,154.18,18.0483
2021-01-20,35.4753,,31.7942,23.1595,15.491,84.3302,,,93.7866,23.5511,315.505,74.113,24.97,,361.441,20.9435,196.498,59.3627,154.09,18.1148
2021-01-21,35.4653,,31.8431,23.2179,15.5057,84.9288,,,92.3502,23.6614,318.015,78.35,25.12,,361.775,20.773,196.349,59.4366,150.74,17.502
2021-01-22,35.2758,,31.2172,23.0066,15.4715,84.8109,,,92.4277,23.3013,317.091,76.994,24.61,,360.502,20.241,196.032,59.0345,152.52,17.411
2021-01-25,35.4454,,30.6383,23.0548,15.6286,83.788,,,91.7889,23.371,319.717,78.492,24.49,,361.92,20.594,196.587,59.116,157.1,17.233
2021-01-26,35.3057,,30.1473,22.9343,15.6871,82.8652,,,90.737,23.6323,320.189,78.35,24.6,,361.354,20.8105,195.883,59.0054,154.34,16.8647
2021-01-27,34.7979,,28.6726,22.6089,15.2812,80.2297,,,88.4941,23.3631,311.258,74.767,24.36,,352.531,19.8605,191.182,57.6332,152.26,16.6373
2021-01-28,34.6383,,29.6369,22.7406,15.4354,81.322,,,89.3394,23.3463,313.112,73.458,25.69,,355.565,19.72,192.68,58.0353,151.6,16.8315
2021-01-29,33.7125,,28.6149,22.4069,15.2208,79.8273,,,87.6379,23.4505,306.523,70.33,25.97,,348.434,19.271,189.297,56.6922,152.84,16.2727
2021-02-01,34.4388,,30.3596,22.6692,15.8042,81.8027,,,89.1437,23.2792,314.18,72.615,27.84,,354.233,20.9435,192.531,57.7167,159.58,16.3894
2021-02-02,34.9276,,30.0124,22.8147,15.9798,83.1111,,,91.6121,23.2792,319.297,75.516,25.52,,359.249,21.2,195.308,58.413,163.19,16.5669
2021-02-03,34.7281,,30.2627,23.0029,15.6851,83.4342,,,92.969,23.4487,318.035,77.156,25.92,,359.536,21.465,195.596,58.6286,161.03,17.2745
2021-02-04,34.6682,,30.1288,22.9723,15.8014,83.0814,,,94.7997,23.2704,321.796,75.222,25.46,,363.624,21.206,198.075,58.6849,162.73,17.4653
2021-02-05,34.9176,,30.7928,23.2225,15.7535,83.454,,,94.4351,23.5308,322.896,72.425,25.95,,365.046,22.237,199.175,59.089,166.73,17.6138
2021-02-08,35.4853,,31.8333,23.3421,15.8033,84.466,,,95.8228,23.7823,325.05,77.279,26.41,,367.681,23.522,200.971,59.4559,173.94,18.3505
2021-02-09,35.9631,,32.2088,23.5015,15.8276,84.3005,,,96.6394,23.9544,324.982,78.976,26.28,,367.433,24.0115,201.051,59.86,171.81,18.1558
2021-02-10,35.9332,,32.8161,23.5034,15.9184,83.9952,,,96.0394,23.8352,324.248,79.611,26.09,,367.267,24.5245,200.961,59.7851,167.96,18.5035
2021-02-11,36.1916,,32.9119,23.5924,15.7584,84.8704,,,96.6006,23.8352,326.023,79.469,26.09,,367.872,24.713,201.447,60.2357,165.78,18.2184
2021-02-12,36.3113,,32.9119,23.8426,15.6715,85.7456,,,96.3244,23.9314,327.845,80.454,26.34,,369.69,24.9485,202.469,60.5281,164.27,18.4875
2021-02-16,36.2215,,34.9157,24.0048,15.5691,85.47,,,96.0692,24.2227,326.954,86.161,26.29,,369.365,27.6785,202.112,60.8,160.12,18.9506
2021-02-17,35.614,,35.4751,23.9075,15.531,85.1152,,,96.5112,24.0559,325.386,87.498,26.43,,369.453,28.3095,201.715,60.5378,160.68,19.2318
2021-02-18,35.2658,,35.8027,23.7499,15.5115,83.8475,,,95.2328,24.2845,323.983,84.085,26.05,,367.881,26.116,200.535,60.03,156.5,18.7975
2021-02-19,35.6539,,37.9032,23.8908,15.695,85.027,,,97.4072,24.4707,322.562,86.114,26.27,,367.223,27.0195,201.001,60.3678,159.03,19.1123
2021-02-22,34.8578,,38.8675,24.0048,15.3281,84.0646,,,96.4039,24.8934,314.2,88.474,27.32,,364.396,27.0385,199.077,59.7279,154.25,19.7744
2021-02-23,34.4188,,39.0112,24.0864,15.1056,83.3173,,,96.5013,25.0205,313.269,84.881,26.75,,364.847,26.29,199.047,59.8793,150.79,20.1012
2021-02-24,34.4986,,38.7315,24.2171,15.1397,85.361,,,99.6398,25.3594,315.856,86.066,26.98,,368.878,26.417,201.298,59.8978,153.06,20.8132
2021-02-25,33.4232,,37.0456,24.1541,14.9026,83.1498,,,95.8029,25.3329,304.837,78.208,26.43,,359.985,26.3935,196.022,58.817,146.84,20.4113
2021-02-26,33.4831,,35.6296,23.4024,14.9417,83.4441,,,94.0627,24.814,306.114,78.947,25.65,,358.13,25.151,195.258,57.9994,147.96,19.9271
2021-03-01,34.2901,,36.5156,23.7008,15.6851,85.5979,,,97.2105,24.4795,315.328,83.298,25.59,,366.809,25.7625,200.257,59.2676,151.56,20.4441
2021-03-02,33.9908,,36.496,23.5831,14.5055,84.7019,,,96.8658,24.5228,310.259,80.72,25.77,,363.948,27.062,198.393,59.0345,146.81,20.3326
2021-03-03,33.0152,,36.6222,23.7453,14.3026,83.7484,,,97.1807,24.6154,301.249,80.938,25.26,,359.125,27.363,195.536,58.7499,139.9,20.6314
2021-03-04,32.0185,,34.0688,23.8241,13.926,81.105,,,95.3511,24.7081,296.327,75.231,24.51,,354.683,25.4805,192.422,57.9994,135.39,21.1234
2021-03-05,32.3877,,35.0614,24.0568,14.0978,82.0595,,,96.4616,24.9023,300.789,73.032,24.29,,361.202,25.16,195.903,58.4314,138.73,21.9142
2021-03-08,31.402,,34.8873,23.788,13.9543,82.1477,,,96.8062,24.7699,292.27,71.032,24.26,,359.414,24.666,194.95,57.8216,134.89,21.9552
2021-03-09,32.238,,34.9841,23.8695,14.2636,83.238,,,96.9741,24.5713,303.798,73.458,25.03,,364.533,25.579,197.976,58.7131,141.16,21.5703
2021-03-10,32.6061,,35.0712,23.9502,14.3026,84.3788,,,99.6398,24.5934,302.936,71.117,25.29,,366.809,25.1625,199.375,58.8723,141.44,22.1167
2021-03-11,33.2436,,36.9488,24.358,14.6967,85.8714,,,101.041,24.8493,309.905,76.805,25.26,,370.524,26.2145,201.983,59.7006,146.91,22.1253
2021-03-12,33.3534,,36.6789,24.4813,14.651,85.9111,,,103.852,25.047,307.396,76.208,24.99,,371.031,26.8315,202.39,59.5123,146.47,22.1708
2021-03-15,33.6127,,36.5156,24.4275,14.8929,86.6377,,,104.339,24.994,310.678,76.264,25.33,,373.233,28.3045,203.808,59.6337,148.18,21.9182
2021-03-16,33.4631,,35.7733,24.4155,14.9505,85.3026,,,102.193,24.9111,312.386,73.705,25.07,,372.774,29.5005,202.974,59.7755,145.85,21.2931
2021-03-17,33.6925,,36.1792,24.6027,14.8929,85.7694,,,104.09,24.8714,313.67,75.316,25.4,,374.045,29.4155,203.758,60.0202,147.49,21.4588
2021-03-18,32.9952,,35.4174,24.1198,14.8002,83.9952,,,102.451,24.4795,304.062,73.212,25.08,,368.599,28.592,200.049,59.3152,140.45,20.4944
2021-03-19,33.2636,,34.8873,24.2607,14.8442,84.1914,,,102.282,24.5545,305.132,73.136,25.28,,367.92,28.295,200.297,59.6162,145.03,20.4989
2021-03-22,33.2935,,35.1279,24.1708,14.9954,84.5354,,,101.438,24.5007,310.857,72.814,24.89,,370.859,28.1305,201.398,59.6113,147.12,20.3019
2021-03-23,32.3079,,33.2503,23.6526,14.8735,82.7275,,,98.7432,24.0691,309.494,66.766,24.17,,367.938,26.7325,199.087,58.7064,138.54,20.005
2021-03-24,31.8001,,32.7193,23.6109,14.6705,82.1972,,,98.6279,24.1565,304.28,64.576,24.18,,366.063,26.6335,197.44,58.075,131.42,20.5067
2021-03-25,32.3577,,32.4983,23.6758,14.6314,82.9634,,,100.952,23.8573,303.751,65.988,24.23,,368.131,26.318,198.899,58.4529,135.21,20.5819
2021-03-26,33.0152,,33.9534,24.0456,14.9213,84.1726,,,101.299,24.1309,308.299,69.373,24.16,,374.055,27.0665,202.152,59.4133,133.06,21.0928
2021-03-29,32.6161,,33.7891,24.1105,15.1827,83.338,,,101.825,24.4213,308.211,68.434,23.82,,373.874,26.869,201.209,59.083,129.36,20.8417
2021-03-30,32.7259,,34.0492,23.9363,15.0178,84.0349,,,102.481,24.1741,306.672,70.444,23.15,,372.879,26.4405,201.15,59.1025,130.11,20.6617
2021-03-31,33.0052,,34.2615,24.0855,15.1154,84.8724,,,102.749,24.3339,311.355,71.088,23.61,,374.391,26.092,202.37,59.083,135.65,20.5193
2021-04-01,33.911,,35.081,24.1189,15.3476,85.6495,,,103.077,24.2359,316.662,72.34,24.08,,378.428,27.74,204.918,59.8843,137.03,21.042
2021-04-05,34.5585,,36.0823,24.3385,15.4969,86.71,,,104.667,24.2889,322.995,72.653,24.0,,383.856,29.646,207.299,60.5445,138.63,20.5404
2021-04-06,34.33,,36.3327,24.2681,15.5505,86.484,,,104.11,24.3065,322.766,72.928,24.3,,383.637,29.166,207.379,60.1969,135.0,20.4858
2021-04-07,34.0108,,35.9572,24.2421,15.4724,85.5503,,,103.624,24.2818,323.553,73.43,24.27,,384.077,28.714,207.199,60.0552,131.75,20.5571
2021-04-08,34.4487,,36.4862,24.2597,15.4247,86.0508,,,104.418,24.183,326.914,73.534,24.57,,385.895,29.1755,208.399,60.4309,132.57,20.2892
2021-04-09,34.5685,,36.1107,24.3209,15.3564,86.6357,,,104.409,24.3551,328.903,73.402,24.37,,388.699,28.832,209.659,60.4212,129.63,20.155
2021-04-12,34.3101,,34.7622,24.3144,15.4724,86.5336,,,104.677,24.2095,328.473,71.572,23.98,,388.843,27.4905,209.719,60.0649,127.05,19.9967
2021-04-13,34.6084,,35.4467,24.3293,15.5701,86.7892,,,104.329,24.1741,332.308,72.406,24.47,,390.002,27.09,210.314,60.4125,128.91,20.0173
2021-04-14,34.4687,,36.9204,24.4498,15.4344,86.6307,,,104.716,24.6772,328.316,74.359,24.53,,388.66,26.916,209.838,60.5728,132.32,20.574
2021-04-15,34.9964,,38.3365,24.4247,15.7818,87.2135,,,104.527,24.6551,333.294,74.255,25.0,,392.843,26.996,212.06,60.9864,133.48,20.4064
2021-04-16,35.2758,,38.2885,24.5573,15.7145,88.0679,,,104.597,24.686,333.689,74.492,25.08,,394.164,26.822,212.606,61.3923,131.55,20.2434
2021-04-19,34.7381,,38.0959,24.8956,15.8014,87.163,,,103.892,24.6507,330.629,76.492,24.96,,392.221,26.276,211.226,61.2039,128.72,20.2224
2021-04-20,34.0208,,36.939,24.2876,15.937,86.14,,,101.825,24.7919,328.217,73.108,24.93,,389.349,25.819,209.273,60.3552,128.29,19.6872
2021-04-21,34.6383,,37.5473,24.3951,15.9565,87.2225,,,103.196,24.7611,331.032,75.279,25.7,,393.034,26.3605,211.772,60.9301,132.77,19.9385
2021-04-22,34.6084,,36.9009,24.269,15.851,87.3414,,,102.829,25.0205,327.033,72.918,25.19,,389.447,25.7015,210.126,60.6766,134.54,19.7036
2021-04-23,34.9765,,37.7869,24.5944,16.0334,88.6963,,,104.1,25.0735,331.158,75.914,25.1,,393.665,26.1395,212.664,61.3642,134.3,19.8834
2021-04-26,35.2558,,39.1266,24.5397,16.0822,88.8638,,,104.607,25.3868,333.314,77.326,25.29,,394.491,26.511,213.448,61.4389,138.96,20.0173
2021-04-27,34.8777,,39.0308,24.6982,16.0334,89.297,,,105.094,25.6162,331.874,76.53,25.35,,394.403,26.544,213.349,61.3457,139.35,20.2601
2021-04-28,34.9176,,39.155,24.7037,16.1506,88.1858,,,104.597,25.4512,330.747,77.013,25.38,,394.287,27.6125,213.32,61.6002,139.69,20.9589
2021-04-29,34.6882,,39.0885,24.8493,15.8696,87.724,,,105.302,25.731,331.943,76.852,25.24,,396.805,27.6975,214.132,61.5905,138.06,21.1928
2021-04-30,34.2003,,38.0186,24.6259,16.053,86.4354,,,105.054,25.8095,329.768,75.658,24.98,,394.202,27.7725,212.556,60.7233,136.62,20.6571
2021-05-03,34.1305,,38.5389,24.7362,15.8209,87.0836,,,105.56,25.656,328.003,76.122,25.97,,395.045,29.4815,212.932,61.2419,134.99,21.2266
2021-05-04,33.1748,,39.0308,24.5452,15.531,85.4324,,,104.925,25.8237,322.102,76.264,25.56,,392.612,29.34,211.346,60.4494,129.81,21.2388
2021-05-05,33.5728,,40.5143,24.8205,15.5213,86.1985,,,103.882,25.9481,321.024,78.303,25.57,,392.728,30.602,211.306,61.072,127.62,21.9247
2021-05-06,33.6427,,41.237,24.7241,15.3476,86.4651,,,104.597,25.9816,323.444,78.293,26.39,,395.867,31.044,212.368,61.5419,125.69,22.0378
2021-05-07,34.1305,,42.7107,25.0671,15.6472,87.6942,,,106.226,26.1052,326.062,80.113,26.48,,398.748,32.2775,214.182,62.2683,127.74,22.4307
2021-05-10,33.2436,,43.3571,25.0402,15.5017,86.818,,,105.173,25.9816,317.826,81.109,26.39,,394.797,31.7645,211.653,61.7604,123.09,22.4389
2021-05-11,32.8655,,43.3571,24.8168,15.3085,85.4423,,,103.991,26.287,317.386,79.089,26.68,,391.283,31.2185,209.957,61.0913,125.1,21.862
2021-05-12,31.5207,,41.5929,24.4609,15.0763,83.5244,,,100.912,26.8183,309.17,75.383,26.07,,382.957,30.258,205.226,59.894,124.12,21.9671
2021-05-13,31.8799,,40.3696,24.4785,15.0959,84.7138,,,102.491,25.9022,311.562,73.8,26.19,,387.569,29.0815,207.497,60.2144,122.48,21.699
2021-05-14,32.7159,,40.4566,25.0754,15.4295,86.8874,,,104.587,25.9207,318.444,74.264,26.46,,393.513,30.4795,211.048,61.2224,126.92,22.3725
2021-05-17,32.2181,,40.9094,25.1106,15.3339,86.4949,,,104.617,26.1317,316.504,75.165,27.25,,392.519,31.162,210.592,61.1282,126.63,22.8907
2021-05-18,32.4276,,41.3044,25.0838,15.3953,86.0122,,,103.286,26.1043,314.375,76.208,27.22,,389.131,31.6375,208.925,61.4954,127.18,22.3598
2021-05-19,32.228,,39.2039,24.7009,15.3759,85.363,,,102.789,25.8784,314.739,74.795,26.77,,388.115,30.8325,208.331,61.0622,124.95,21.8039
2021-05-20,32.8356,,39.0014,24.8122,15.5877,87.0361,,,103.822,25.4962,320.827,74.359,26.82,,392.287,31.115,210.602,61.7226,127.57,21.7702
2021-05-21,33.0052,,38.5193,24.8789,15.5408,87.3493,,,104.696,25.6886,319.042,73.894,26.55,,391.963,30.616,210.483,61.5516,126.67,21.8157
2021-05-24,33.3434,,38.5007,25.1255,15.6374,87.8617,,,105.819,25.8051,324.412,74.444,26.81,,395.962,30.578,212.596,61.9944,125.84,22.0336
2021-05-25,33.2336,,37.9228,25.1514,15.695,87.7835,,,105.709,25.4883,324.867,74.586,27.01,,395.083,29.9005,212.0,62.1644,124.26,21.5862
2021-05-26,33.5329,,38.4333,25.1542,15.7818,88.2354,,,106.236,25.7575,325.993,76.492,26.74,,395.867,30.4275,212.774,62.3062,126.96,21.7781
2021-05-27,33.7524,,39.8591,25.3479,15.8209,89.0809,,,109.146,25.8801,324.778,78.075,26.9,,396.08,31.3315,213.17,62.4479,128.59,21.7952
2021-05-28,34.1106,,39.7339,25.3377,15.8716,89.1988,,,108.859,25.8122,325.795,79.137,26.96,,396.787,31.2135,213.538,62.5888,128.1,21.8372
2021-06-01,34.1205,,40.3989,25.081,15.9808,89.6904,,,109.991,26.2993,324.719,81.184,26.9,,396.433,32.433,213.626,63.1821,126.45,22.6773
2021-06-02,34.3101,,39.907,25.2905,16.1876,89.5626,,,110.07,26.1581,325.346,82.312,27.21,,397.065,32.5695,213.914,63.3249,127.24,23.1002
2021-06-03,34.1804,,38.8381,25.1839,16.2218,89.0511,,,109.534,26.1934,321.963,81.289,26.48,,395.591,32.16,212.952,62.8432,126.76,23.1627
2021-06-04,34.7879,,39.5129,25.3303,16.377,90.1226,,,110.437,26.2905,327.425,83.564,26.82,,399.2,32.8705,214.797,63.4472,126.76,23.3178
2021-06-07,34.9176,,38.6259,25.2682,16.6813,89.9273,,,110.706,26.0566,328.404,82.493,26.96,,398.814,33.3415,214.975,63.4939,132.61,23.2171
2021-06-08,34.778,,38.4714,25.3173,16.7545,90.4963,,,111.431,26.2287,328.562,80.853,26.66,,398.893,32.979,215.412,63.3889,133.46,23.4184
2021-06-09,34.3789,,38.2885,25.5148,16.8034,90.0255,,,110.04,25.9772,328.639,79.848,26.82,,398.309,32.621,214.807,63.1734,134.71,23.2712
2021-06-10,34.5286,,38.2123,25.4286,16.9906,89.9788,,,109.872,26.0081,332.07,79.772,27.04,,400.156,33.1105,215.759,63.456,136.09,23.2425
2021-06-11,34.778,,38.578,25.372,16.856,90.2019,,,110.329,25.9816,332.934,80.028,26.92,,400.826,33.2565,216.403,63.5307,135.83,23.1627
2021-06-14,35.0463,,38.0665,25.3646,17.0102,90.2604,,,109.981,26.0125,336.118,80.066,26.9,25.196,401.705,31.322,216.731,63.6065,136.68,23.0626
2021-06-15,35.0064,,36.3718,25.5556,16.9233,90.5359,,,110.547,25.9622,333.931,77.601,26.71,25.0087,400.979,31.6515,216.165,63.5501,133.43,23.5017
2021-06-16,34.8977,,35.3401,25.2107,16.6813,89.9858,,,109.494,25.8281,332.707,75.667,26.29,24.8124,398.738,31.6045,215.075,63.0034,133.59,23.3762
2021-06-17,34.9376,,33.6258,24.8678,16.6784,89.0611,,,108.104,25.1344,336.933,74.425,25.04,25.0473,398.605,30.0795,214.876,62.7111,134.38,22.5815
2021-06-18,34.2602,,33.4038,24.6667,16.701,87.8429,,,106.971,24.9076,334.277,74.757,24.87,24.429,393.233,29.185,212.208,61.7128,133.58,21.9124
2021-06-21,34.6283,,34.638,24.9345,16.6423,89.395,,,109.564,24.972,336.365,75.098,25.06,24.6053,398.863,29.3215,215.134,62.4256,134.79,22.8456
2021-06-22,34.748,,35.1181,25.0356,16.6561,89.5824,,,109.295,24.8184,339.512,75.904,24.84,24.6738,400.998,29.3075,216.374,62.4159,133.68,22.9983
2021-06-23,34.5884,,35.7929,24.9874,16.5848,89.5725,,,108.977,25.1308,339.677,77.592,24.91,24.763,400.519,29.533,216.285,62.2256,134.31,23.0618
2021-06-24,35.0363,,35.9767,25.2024,16.5175,90.8451,,,110.11,25.3691,341.776,78.521,25.03,25.2347,402.883,30.4795,217.763,62.786,137.29,23.2599
2021-06-25,35.0762,,36.362,25.1625,16.6618,91.201,,,110.736,25.3647,341.355,79.108,25.16,25.0988,404.308,30.324,218.566,63.0704,138.68,23.3829
2021-06-28,35.2458,,35.8701,24.9929,16.7585,91.7739,,,108.719,25.3691,345.502,78.606,25.2,25.7757,405.122,29.5145,218.814,62.815,137.85,22.5924
2021-06-29,35.166,,35.6765,25.0068,16.7877,91.8373,,,107.289,25.3912,346.754,78.511,24.88,25.9224,405.342,28.785,218.824,62.7956,135.74,22.4822
2021-06-30,34.8667,,35.9474,25.0078,16.735,91.4181,,,108.282,25.7583,346.206,80.54,25.19,25.9718,405.687,29.4345,218.834,62.3771,135.4,22.7617
2021-07-01,34.6273,,35.7831,25.1941,16.6326,91.9216,,,108.819,25.7116,346.344,79.469,25.1,25.5596,407.927,29.698,220.024,62.4344,138.49,23.1589
2021-07-02,34.757,,36.0061,25.3869,16.7585,92.1892,17.88,,108.729,25.6736,350.315,80.53,25.54,25.6865,411.047,29.4815,221.244,62.5199,136.53,23.1082
2021-07-06,34.767,,35.0575,25.1069,16.8735,91.9216,17.97,,107.875,25.1706,351.824,81.526,25.23,25.6667,410.301,28.8175,220.768,62.0061,133.59,22.3558
2021-07-07,34.4477,,35.8027,25.0393,16.9897,91.9414,18.0349,,107.775,24.8873,352.568,84.844,25.24,25.3029,411.754,28.2575,221.056,62.2061,131.35,21.9925
2021-07-08,34.0986,,35.0086,24.8391,16.8659,90.9145,18.0213,,107.726,24.9587,350.442,85.109,25.01,24.9691,408.396,27.443,219.191,61.2574,131.91,21.866
2021-07-09,34.6972,,36.3835,25.0624,16.9722,92.6917,18.085,,109.077,25.1617,352.628,90.759,25.18,25.4021,412.761,27.881,221.839,62.311,133.8,22.331
2021-07-12,35.0663,,36.3835,25.233,17.1087,93.4519,18.0647,,108.192,25.0249,354.009,94.409,25.28,25.6765,414.236,27.523,222.454,62.4441,131.83,22.2967
2021-07-13,34.5276,,35.8506,25.1032,16.9819,92.7908,18.0833,,106.504,25.2059,354.009,92.266,25.08,25.5398,412.828,27.208,221.224,62.2634,129.63,22.128
2021-07-14,34.1385,,35.3381,25.1357,17.0102,91.981,18.263,,105.422,24.8934,354.647,90.351,25.31,25.4407,413.432,26.85,220.926,62.3683,125.95,21.4684
2021-07-15,33.6596,,35.5024,24.9911,16.8951,91.2406,18.2783,,104.905,24.9464,352.149,93.062,25.38,24.979,412.032,26.643,220.143,62.045,125.94,21.1689
2021-07-16,33.2905,,34.061,24.9438,16.8668,90.0849,18.1073,,103.752,24.9764,349.305,90.493,24.75,24.4191,408.798,25.984,218.407,61.57,125.94,20.5689
